FID,Province,Municipali,CAT_B,WardNo,District,DistrictCo,Date,WardID,WardLabel,Shape__Area,Shape__Length
3201,Gauteng,Ekurhuleni Metropolitan Municipality,EKU,64,Ekurhuleni,EKU,11/26/2020 12:00:00 AM,79700064,EKU_64,12397112.8662109,18521.9924271361
3202,Gauteng,Ekurhuleni Metropolitan Municipality,EKU,65,Ekurhuleni,EKU,11/26/2020 12:00:00 AM,79700065,EKU_65,17677923.6503906,23502.1235658847
3203,Gauteng,Ekurhuleni Metropolitan Municipality,EKU,66,Ekurhuleni,EKU,11/26/2020 12:00:00 AM,79700066,EKU_66,3797662.94824219,12337.6088896504
3204,Gauteng,Ekurhuleni Metropolitan Municipality,EKU,67,Ekurhuleni,EKU,11/26/2020 12:00:00 AM,79700067,EKU_67,6348111.24804688,10897.8332956065
3205,Gauteng,Ekurhuleni Metropolitan Municipality,EKU,68,Ekurhuleni,EKU,11/26/2020 12:00:00 AM,79700068,EKU_68,16673831.6708984,20637.518499735
3206,Gauteng,Ekurhuleni Metropolitan Municipality,EKU,69,Ekurhuleni,EKU,11/26/2020 12:00:00 AM,79700069,EKU_69,3032982.98339844,9107.82505584986
3207,Gauteng,Ekurhuleni Metropolitan Municipality,EKU,70,Ekurhuleni,EKU,11/26/2020 12:00:00 AM,79700070,EKU_70,2577079.51464844,8947.40933354561
3208,Gauteng,Ekurhuleni Metropolitan Municipality,EKU,71,Ekurhuleni,EKU,11/26/2020 12:00:00 AM,79700071,EKU_71,12723985.4472656,17140.2473313867
3209,Gauteng,Ekurhuleni Metropolitan Municipality,EKU,72,Ekurhuleni,EKU,11/26/2020 12:00:00 AM,79700072,EKU_72,54809168.3046875,37455.525992955
3210,Gauteng,Ekurhuleni Metropolitan Municipality,EKU,73,Ekurhuleni,EKU,11/26/2020 12:00:00 AM,79700073,EKU_73,47874341.1513672,39176.1914633791
3211,Gauteng,Ekurhuleni Metropolitan Municipality,EKU,74,Ekurhuleni,EKU,11/26/2020 12:00:00 AM,79700074,EKU_74,22975429.3261719,28943.2778134215
3212,Gauteng,Ekurhuleni Metropolitan Municipality,EKU,75,Ekurhuleni,EKU,11/26/2020 12:00:00 AM,79700075,EKU_75,107458939.78418,70050.9672715382
3213,Gauteng,Ekurhuleni Metropolitan Municipality,EKU,76,Ekurhuleni,EKU,11/26/2020 12:00:00 AM,79700076,EKU_76,88498338.4667969,55117.9024181209
3214,Gauteng,Ekurhuleni Metropolitan Municipality,EKU,77,Ekurhuleni,EKU,11/26/2020 12:00:00 AM,79700077,EKU_77,6034455.17773438,14270.1886420254
3215,Gauteng,Ekurhuleni Metropolitan Municipality,EKU,78,Ekurhuleni,EKU,11/26/2020 12:00:00 AM,79700078,EKU_78,2922291.22753906,8358.58488630045
3216,Gauteng,Ekurhuleni Metropolitan Municipality,EKU,79,Ekurhuleni,EKU,11/26/2020 12:00:00 AM,79700079,EKU_79,4014987.828125,12193.5330791349
3217,Gauteng,Ekurhuleni Metropolitan Municipality,EKU,80,Ekurhuleni,EKU,11/26/2020 12:00:00 AM,79700080,EKU_80,3901602.41894531,10985.6015095234
3218,Gauteng,Ekurhuleni Metropolitan Municipality,EKU,81,Ekurhuleni,EKU,11/26/2020 12:00:00 AM,79700081,EKU_81,8938412.34765625,16824.1051180706
3219,Gauteng,Ekurhuleni Metropolitan Municipality,EKU,82,Ekurhuleni,EKU,11/26/2020 12:00:00 AM,79700082,EKU_82,46292444.6875,37203.1464093974
3220,Gauteng,Ekurhuleni Metropolitan Municipality,EKU,83,Ekurhuleni,EKU,11/26/2020 12:00:00 AM,79700083,EKU_83,5197853.22851563,15492.027083484
3221,Gauteng,Ekurhuleni Metropolitan Municipality,EKU,84,Ekurhuleni,EKU,11/26/2020 12:00:00 AM,79700084,EKU_84,5426882.41308594,13094.8293888325
3222,Gauteng,Ekurhuleni Metropolitan Municipality,EKU,85,Ekurhuleni,EKU,11/26/2020 12:00:00 AM,79700085,EKU_85,5079485.03808594,12744.1660632801
3223,Gauteng,Ekurhuleni Metropolitan Municipality,EKU,86,Ekurhuleni,EKU,11/26/2020 12:00:00 AM,79700086,EKU_86,5061613.59277344,17409.8631343772
3224,Gauteng,Ekurhuleni Metropolitan Municipality,EKU,87,Ekurhuleni,EKU,11/26/2020 12:00:00 AM,79700087,EKU_87,4006806.9609375,11953.5180778257
3225,Gauteng,Ekurhuleni Metropolitan Municipality,EKU,88,Ekurhuleni,EKU,11/26/2020 12:00:00 AM,79700088,EKU_88,123321013.879883,78932.8111549472
3226,Gauteng,Ekurhuleni Metropolitan Municipality,EKU,89,Ekurhuleni,EKU,11/26/2020 12:00:00 AM,79700089,EKU_89,86539176.1699219,51357.6644120745
3227,Gauteng,Ekurhuleni Metropolitan Municipality,EKU,90,Ekurhuleni,EKU,11/26/2020 12:00:00 AM,79700090,EKU_90,2047487.49902344,7347.37874781131
3228,Gauteng,Ekurhuleni Metropolitan Municipality,EKU,91,Ekurhuleni,EKU,11/26/2020 12:00:00 AM,79700091,EKU_91,27689778.6601563,27399.3512927602
3229,Gauteng,Ekurhuleni Metropolitan Municipality,EKU,92,Ekurhuleni,EKU,11/26/2020 12:00:00 AM,79700092,EKU_92,22294633.0244141,23000.064674014
3230,Gauteng,Ekurhuleni Metropolitan Municipality,EKU,93,Ekurhuleni,EKU,11/26/2020 12:00:00 AM,79700093,EKU_93,15137481.5849609,26028.6538942119
3231,Gauteng,Ekurhuleni Metropolitan Municipality,EKU,94,Ekurhuleni,EKU,11/26/2020 12:00:00 AM,79700094,EKU_94,34587706.9990234,38289.6236698848
3232,Gauteng,Ekurhuleni Metropolitan Municipality,EKU,95,Ekurhuleni,EKU,11/26/2020 12:00:00 AM,79700095,EKU_95,9952206.09960938,12736.7739474544
3233,Gauteng,Ekurhuleni Metropolitan Municipality,EKU,96,Ekurhuleni,EKU,11/26/2020 12:00:00 AM,79700096,EKU_96,16488146.3193359,17831.1528599718
3234,Gauteng,Ekurhuleni Metropolitan Municipality,EKU,97,Ekurhuleni,EKU,11/26/2020 12:00:00 AM,79700097,EKU_97,45472494.0097656,27787.872822424
3235,Gauteng,Ekurhuleni Metropolitan Municipality,EKU,98,Ekurhuleni,EKU,11/26/2020 12:00:00 AM,79700098,EKU_98,16345981.7119141,20989.1669715858
3236,Gauteng,Ekurhuleni Metropolitan Municipality,EKU,99,Ekurhuleni,EKU,11/26/2020 12:00:00 AM,79700099,EKU_99,101074109.674805,53872.777843559
3237,Gauteng,Ekurhuleni Metropolitan Municipality,EKU,100,Ekurhuleni,EKU,11/26/2020 12:00:00 AM,79700100,EKU_100,1269118.5859375,5480.68796032094
3238,Gauteng,Ekurhuleni Metropolitan Municipality,EKU,101,Ekurhuleni,EKU,11/26/2020 12:00:00 AM,79700101,EKU_101,3871648.74609375,10233.9851117836
3239,Gauteng,Ekurhuleni Metropolitan Municipality,EKU,102,Ekurhuleni,EKU,11/26/2020 12:00:00 AM,79700102,EKU_102,12805526.9267578,16621.8559944349
3240,Gauteng,Ekurhuleni Metropolitan Municipality,EKU,103,Ekurhuleni,EKU,11/26/2020 12:00:00 AM,79700103,EKU_103,9069401.85253906,18871.6346065468
3241,Gauteng,Ekurhuleni Metropolitan Municipality,EKU,104,Ekurhuleni,EKU,11/26/2020 12:00:00 AM,79700104,EKU_104,20512795.4501953,25472.2010963423
3242,Gauteng,Ekurhuleni Metropolitan Municipality,EKU,105,Ekurhuleni,EKU,11/26/2020 12:00:00 AM,79700105,EKU_105,45609189.1943359,37671.5083625691
3243,Gauteng,Ekurhuleni Metropolitan Municipality,EKU,106,Ekurhuleni,EKU,11/26/2020 12:00:00 AM,79700106,EKU_106,28291605.0673828,28074.1728882776
3244,Gauteng,Ekurhuleni Metropolitan Municipality,EKU,107,Ekurhuleni,EKU,11/26/2020 12:00:00 AM,79700107,EKU_107,14071746.0107422,22311.1690560217
3245,Gauteng,Ekurhuleni Metropolitan Municipality,EKU,108,Ekurhuleni,EKU,11/26/2020 12:00:00 AM,79700108,EKU_108,3986026.08203125,12293.0428182614
3246,Gauteng,Ekurhuleni Metropolitan Municipality,EKU,109,Ekurhuleni,EKU,11/26/2020 12:00:00 AM,79700109,EKU_109,7126183.01269531,17501.8939418767
3247,Gauteng,Ekurhuleni Metropolitan Municipality,EKU,110,Ekurhuleni,EKU,11/26/2020 12:00:00 AM,79700110,EKU_110,8000472.82519531,14332.3710269607
3248,Gauteng,Ekurhuleni Metropolitan Municipality,EKU,111,Ekurhuleni,EKU,11/26/2020 12:00:00 AM,79700111,EKU_111,37608013.1630859,35290.692973645
3249,Gauteng,Ekurhuleni Metropolitan Municipality,EKU,112,Ekurhuleni,EKU,11/26/2020 12:00:00 AM,79700112,EKU_112,6334932.44140625,12334.3468075122
3250,Gauteng,Emfuleni Local Municipality,GT421,1,Sedibeng,DC42,11/26/2020 12:00:00 AM,74201001,GT421_1,31632981.4277344,36397.1417312107
3251,Gauteng,Emfuleni Local Municipality,GT421,2,Sedibeng,DC42,11/26/2020 12:00:00 AM,74201002,GT421_2,2466976.68652344,10296.5742104579
3252,Gauteng,Emfuleni Local Municipality,GT421,3,Sedibeng,DC42,11/26/2020 12:00:00 AM,74201003,GT421_3,6355802.5859375,14187.0248218454
3253,Gauteng,Emfuleni Local Municipality,GT421,4,Sedibeng,DC42,11/26/2020 12:00:00 AM,74201004,GT421_4,21467619.4707031,23503.9430235066
3254,Gauteng,Emfuleni Local Municipality,GT421,5,Sedibeng,DC42,11/26/2020 12:00:00 AM,74201005,GT421_5,16079593.1171875,19909.6784543049
3255,Gauteng,Emfuleni Local Municipality,GT421,6,Sedibeng,DC42,11/26/2020 12:00:00 AM,74201006,GT421_6,4623668.1015625,9132.7290763498
3256,Gauteng,Emfuleni Local Municipality,GT421,7,Sedibeng,DC42,11/26/2020 12:00:00 AM,74201007,GT421_7,44607325.8642578,39079.451628306
3257,Gauteng,Emfuleni Local Municipality,GT421,8,Sedibeng,DC42,11/26/2020 12:00:00 AM,74201008,GT421_8,77441761.5732422,44674.3838306191
3258,Gauteng,Emfuleni Local Municipality,GT421,9,Sedibeng,DC42,11/26/2020 12:00:00 AM,74201009,GT421_9,8393016.14550781,13975.3490075965
3259,Gauteng,Emfuleni Local Municipality,GT421,10,Sedibeng,DC42,11/26/2020 12:00:00 AM,74201010,GT421_10,10795152.8554688,21770.7121269217
3260,Gauteng,Emfuleni Local Municipality,GT421,11,Sedibeng,DC42,11/26/2020 12:00:00 AM,74201011,GT421_11,26512157.1015625,25729.4838983961
3261,Gauteng,Emfuleni Local Municipality,GT421,12,Sedibeng,DC42,11/26/2020 12:00:00 AM,74201012,GT421_12,10387266.6445313,15848.0434483124
3262,Gauteng,Emfuleni Local Municipality,GT421,13,Sedibeng,DC42,11/26/2020 12:00:00 AM,74201013,GT421_13,2281115.328125,8851.37249202359
3263,Gauteng,Emfuleni Local Municipality,GT421,14,Sedibeng,DC42,11/26/2020 12:00:00 AM,74201014,GT421_14,3633722.45410156,8986.80522860293
3264,Gauteng,Emfuleni Local Municipality,GT421,15,Sedibeng,DC42,11/26/2020 12:00:00 AM,74201015,GT421_15,30571039.6875,30016.6543141007
3265,Gauteng,Emfuleni Local Municipality,GT421,16,Sedibeng,DC42,11/26/2020 12:00:00 AM,74201016,GT421_16,37081461.7978516,36565.0840805859
3266,Gauteng,Emfuleni Local Municipality,GT421,17,Sedibeng,DC42,11/26/2020 12:00:00 AM,74201017,GT421_17,19580639.0371094,27215.9296459861
3267,Gauteng,Emfuleni Local Municipality,GT421,18,Sedibeng,DC42,11/26/2020 12:00:00 AM,74201018,GT421_18,3576262.70898438,8699.83386469505
3268,Gauteng,Emfuleni Local Municipality,GT421,19,Sedibeng,DC42,11/26/2020 12:00:00 AM,74201019,GT421_19,4581502.93359375,9574.89602373994
3269,Gauteng,Emfuleni Local Municipality,GT421,20,Sedibeng,DC42,11/26/2020 12:00:00 AM,74201020,GT421_20,2830722.62207031,7992.50685010554
3270,Gauteng,Emfuleni Local Municipality,GT421,21,Sedibeng,DC42,11/26/2020 12:00:00 AM,74201021,GT421_21,33929706.4091797,33371.4519722866
3271,Gauteng,Emfuleni Local Municipality,GT421,22,Sedibeng,DC42,11/26/2020 12:00:00 AM,74201022,GT421_22,3234172.77539063,9211.37629325159
3272,Gauteng,Emfuleni Local Municipality,GT421,23,Sedibeng,DC42,11/26/2020 12:00:00 AM,74201023,GT421_23,10361488.7392578,17142.4431631657
3273,Gauteng,Emfuleni Local Municipality,GT421,24,Sedibeng,DC42,11/26/2020 12:00:00 AM,74201024,GT421_24,2630655.796875,7010.06101586721
3274,Gauteng,Emfuleni Local Municipality,GT421,25,Sedibeng,DC42,11/26/2020 12:00:00 AM,74201025,GT421_25,636683984.293945,178041.712925123
3275,Gauteng,Emfuleni Local Municipality,GT421,26,Sedibeng,DC42,11/26/2020 12:00:00 AM,74201026,GT421_26,5486593.64355469,13632.2662612167
3276,Gauteng,Emfuleni Local Municipality,GT421,27,Sedibeng,DC42,11/26/2020 12:00:00 AM,74201027,GT421_27,13752134.1826172,16548.3936690425
3277,Gauteng,Emfuleni Local Municipality,GT421,28,Sedibeng,DC42,11/26/2020 12:00:00 AM,74201028,GT421_28,5540372.91992188,10716.6337374118
3278,Gauteng,Emfuleni Local Municipality,GT421,29,Sedibeng,DC42,11/26/2020 12:00:00 AM,74201029,GT421_29,3632364.29980469,8951.57856848953
3279,Gauteng,Emfuleni Local Municipality,GT421,30,Sedibeng,DC42,11/26/2020 12:00:00 AM,74201030,GT421_30,3559888.58203125,12660.8354877945
3280,Gauteng,Emfuleni Local Municipality,GT421,31,Sedibeng,DC42,11/26/2020 12:00:00 AM,74201031,GT421_31,2605365.234375,8624.19603960603
3281,Gauteng,Emfuleni Local Municipality,GT421,32,Sedibeng,DC42,11/26/2020 12:00:00 AM,74201032,GT421_32,2406434.87792969,7132.34795608228
3282,Gauteng,Emfuleni Local Municipality,GT421,33,Sedibeng,DC42,11/26/2020 12:00:00 AM,74201033,GT421_33,2551659.55859375,7703.85894585615
3283,Gauteng,Emfuleni Local Municipality,GT421,34,Sedibeng,DC42,11/26/2020 12:00:00 AM,74201034,GT421_34,1659416.22753906,7145.51492706341
3284,Gauteng,Emfuleni Local Municipality,GT421,35,Sedibeng,DC42,11/26/2020 12:00:00 AM,74201035,GT421_35,1438679.0625,7666.13703183537
3285,Gauteng,Emfuleni Local Municipality,GT421,36,Sedibeng,DC42,11/26/2020 12:00:00 AM,74201036,GT421_36,19656018.0605469,24031.5624184709
3286,Gauteng,Emfuleni Local Municipality,GT421,37,Sedibeng,DC42,11/26/2020 12:00:00 AM,74201037,GT421_37,1485435.73925781,5951.5564703102
3287,Gauteng,Emfuleni Local Municipality,GT421,38,Sedibeng,DC42,11/26/2020 12:00:00 AM,74201038,GT421_38,3766319.04492188,10054.6574613655
3288,Gauteng,Emfuleni Local Municipality,GT421,39,Sedibeng,DC42,11/26/2020 12:00:00 AM,74201039,GT421_39,2156442.67285156,8907.5629708441
3289,Gauteng,Emfuleni Local Municipality,GT421,40,Sedibeng,DC42,11/26/2020 12:00:00 AM,74201040,GT421_40,2684395.98535156,6643.70443745255
3290,Gauteng,Emfuleni Local Municipality,GT421,41,Sedibeng,DC42,11/26/2020 12:00:00 AM,74201041,GT421_41,2225011.08886719,8997.3144782486
3291,Gauteng,Emfuleni Local Municipality,GT421,42,Sedibeng,DC42,11/26/2020 12:00:00 AM,74201042,GT421_42,3578677.48242188,9448.6306577398
3292,Gauteng,Emfuleni Local Municipality,GT421,43,Sedibeng,DC42,11/26/2020 12:00:00 AM,74201043,GT421_43,7409243.59277344,16336.6134649403
3293,Gauteng,Emfuleni Local Municipality,GT421,44,Sedibeng,DC42,11/26/2020 12:00:00 AM,74201044,GT421_44,4761278.06640625,13449.4343973596
3294,Gauteng,Emfuleni Local Municipality,GT421,45,Sedibeng,DC42,11/26/2020 12:00:00 AM,74201045,GT421_45,71170267.9541016,37262.6540201687
3295,Gauteng,Lesedi Local Municipality,GT423,1,Sedibeng,DC42,11/26/2020 12:00:00 AM,74203001,GT423_1,40144844.9746094,36161.6873981804
3296,Gauteng,Lesedi Local Municipality,GT423,2,Sedibeng,DC42,11/26/2020 12:00:00 AM,74203002,GT423_2,1278134.77246094,5777.95784922693
3297,Gauteng,Lesedi Local Municipality,GT423,3,Sedibeng,DC42,11/26/2020 12:00:00 AM,74203003,GT423_3,1905518.26074219,7695.39354562156
3298,Gauteng,Lesedi Local Municipality,GT423,4,Sedibeng,DC42,11/26/2020 12:00:00 AM,74203004,GT423_4,928269.071289063,4710.12616913048
3299,Gauteng,Lesedi Local Municipality,GT423,5,Sedibeng,DC42,11/26/2020 12:00:00 AM,74203005,GT423_5,3610884.24316406,12622.3353965338
3300,Gauteng,Lesedi Local Municipality,GT423,6,Sedibeng,DC42,11/26/2020 12:00:00 AM,74203006,GT423_6,414797457.929688,140210.045797145
3301,Gauteng,Lesedi Local Municipality,GT423,7,Sedibeng,DC42,11/26/2020 12:00:00 AM,74203007,GT423_7,2134157.14648438,6445.30900236659
3302,Gauteng,Lesedi Local Municipality,GT423,8,Sedibeng,DC42,11/26/2020 12:00:00 AM,74203008,GT423_8,11804378.0957031,18851.4243898445
3303,Gauteng,Lesedi Local Municipality,GT423,9,Sedibeng,DC42,11/26/2020 12:00:00 AM,74203009,GT423_9,11244378.7822266,22786.2026077287
3304,Gauteng,Lesedi Local Municipality,GT423,10,Sedibeng,DC42,11/26/2020 12:00:00 AM,74203010,GT423_10,332745756.553711,132573.454833991
3305,Gauteng,Lesedi Local Municipality,GT423,11,Sedibeng,DC42,11/26/2020 12:00:00 AM,74203011,GT423_11,109942616.274414,52644.3700700461
3306,Gauteng,Lesedi Local Municipality,GT423,12,Sedibeng,DC42,11/26/2020 12:00:00 AM,74203012,GT423_12,926933733.113281,173780.282510867
3307,Gauteng,Lesedi Local Municipality,GT423,13,Sedibeng,DC42,11/26/2020 12:00:00 AM,74203013,GT423_13,2212268.91992188,6478.42571012212
3308,Gauteng,Merafong City Local Municipality,GT484,1,West Rand,DC48,11/26/2020 12:00:00 AM,74804001,GT484_1,364548884.327148,109959.912041258
3309,Gauteng,Merafong City Local Municipality,GT484,2,West Rand,DC48,11/26/2020 12:00:00 AM,74804002,GT484_2,2591676.93359375,7805.37460298913
3310,Gauteng,Merafong City Local Municipality,GT484,3,West Rand,DC48,11/26/2020 12:00:00 AM,74804003,GT484_3,53329163.0214844,46617.0194511228
3311,Gauteng,Merafong City Local Municipality,GT484,4,West Rand,DC48,11/26/2020 12:00:00 AM,74804004,GT484_4,1408634.60058594,5468.21422659153
3312,Gauteng,Merafong City Local Municipality,GT484,5,West Rand,DC48,11/26/2020 12:00:00 AM,74804005,GT484_5,185699701.957031,85167.6520400213
3313,Gauteng,Merafong City Local Municipality,GT484,6,West Rand,DC48,11/26/2020 12:00:00 AM,74804006,GT484_6,1159198.45605469,6979.30538771622
3314,Gauteng,Merafong City Local Municipality,GT484,7,West Rand,DC48,11/26/2020 12:00:00 AM,74804007,GT484_7,3435075.55371094,12693.0828197784
3315,Gauteng,Merafong City Local Municipality,GT484,8,West Rand,DC48,11/26/2020 12:00:00 AM,74804008,GT484_8,794677.32421875,5407.16835481242
3316,Gauteng,Merafong City Local Municipality,GT484,9,West Rand,DC48,11/26/2020 12:00:00 AM,74804009,GT484_9,1231611.56933594,5482.64226570628
3317,Gauteng,Merafong City Local Municipality,GT484,10,West Rand,DC48,11/26/2020 12:00:00 AM,74804010,GT484_10,1325372.52636719,6470.71398291747
3318,Gauteng,Merafong City Local Municipality,GT484,11,West Rand,DC48,11/26/2020 12:00:00 AM,74804011,GT484_11,20033903.9345703,20850.4678912365
3319,Gauteng,Merafong City Local Municipality,GT484,12,West Rand,DC48,11/26/2020 12:00:00 AM,74804012,GT484_12,96996691.8896484,50760.6550733293
3320,Gauteng,Merafong City Local Municipality,GT484,13,West Rand,DC48,11/26/2020 12:00:00 AM,74804013,GT484_13,160034439.585938,61632.5813745538
3321,Gauteng,Merafong City Local Municipality,GT484,14,West Rand,DC48,11/26/2020 12:00:00 AM,74804014,GT484_14,109053311.756836,51107.9542138016
3322,Gauteng,Merafong City Local Municipality,GT484,15,West Rand,DC48,11/26/2020 12:00:00 AM,74804015,GT484_15,71178527.4375,50303.7629324563
3323,Gauteng,Merafong City Local Municipality,GT484,16,West Rand,DC48,11/26/2020 12:00:00 AM,74804016,GT484_16,4044759.53808594,11557.6228892984
3324,Gauteng,Merafong City Local Municipality,GT484,17,West Rand,DC48,11/26/2020 12:00:00 AM,74804017,GT484_17,3041907.68457031,7820.13204010359
3325,Gauteng,Merafong City Local Municipality,GT484,18,West Rand,DC48,11/26/2020 12:00:00 AM,74804018,GT484_18,7716891.25878906,12141.0969485691
3326,Gauteng,Merafong City Local Municipality,GT484,19,West Rand,DC48,11/26/2020 12:00:00 AM,74804019,GT484_19,55423055.875,43891.5654652302
3327,Gauteng,Merafong City Local Municipality,GT484,20,West Rand,DC48,11/26/2020 12:00:00 AM,74804020,GT484_20,2184859.40429688,6757.91249490872
3328,Gauteng,Merafong City Local Municipality,GT484,21,West Rand,DC48,11/26/2020 12:00:00 AM,74804021,GT484_21,222382170.90625,83260.3333318866
3329,Gauteng,Merafong City Local Municipality,GT484,22,West Rand,DC48,11/26/2020 12:00:00 AM,74804022,GT484_22,598110089.796875,164529.804667655
3330,Gauteng,Merafong City Local Municipality,GT484,23,West Rand,DC48,11/26/2020 12:00:00 AM,74804023,GT484_23,982462.640625,4715.56383185337
3331,Gauteng,Merafong City Local Municipality,GT484,24,West Rand,DC48,11/26/2020 12:00:00 AM,74804024,GT484_24,11144250.7988281,16219.2323360778
3332,Gauteng,Merafong City Local Municipality,GT484,25,West Rand,DC48,11/26/2020 12:00:00 AM,74804025,GT484_25,1852700.13964844,6173.7832761757
3333,Gauteng,Merafong City Local Municipality,GT484,26,West Rand,DC48,11/26/2020 12:00:00 AM,74804026,GT484_26,1524422.13476563,6588.96431073892
3334,Gauteng,Merafong City Local Municipality,GT484,27,West Rand,DC48,11/26/2020 12:00:00 AM,74804027,GT484_27,27310787.8271484,30134.9052696734
3335,Gauteng,Merafong City Local Municipality,GT484,28,West Rand,DC48,11/26/2020 12:00:00 AM,74804028,GT484_28,32065655.3398438,29891.520999715
3336,Gauteng,Midvaal Local Municipality,GT422,1,Sedibeng,DC42,11/26/2020 12:00:00 AM,74202001,GT422_1,1026621251.06738,198655.210291662
3337,Gauteng,Midvaal Local Municipality,GT422,2,Sedibeng,DC42,11/26/2020 12:00:00 AM,74202002,GT422_2,22821475.9980469,24571.7940162765
3338,Gauteng,Midvaal Local Municipality,GT422,3,Sedibeng,DC42,11/26/2020 12:00:00 AM,74202003,GT422_3,24910951.4599609,25381.247625241
3339,Gauteng,Midvaal Local Municipality,GT422,4,Sedibeng,DC42,11/26/2020 12:00:00 AM,74202004,GT422_4,471849136.833984,173356.833129439
3340,Gauteng,Midvaal Local Municipality,GT422,5,Sedibeng,DC42,11/26/2020 12:00:00 AM,74202005,GT422_5,185965195.264648,75026.8576790387
3341,Gauteng,Midvaal Local Municipality,GT422,6,Sedibeng,DC42,11/26/2020 12:00:00 AM,74202006,GT422_6,1715191.18652344,8026.7180786125
3342,Gauteng,Midvaal Local Municipality,GT422,7,Sedibeng,DC42,11/26/2020 12:00:00 AM,74202007,GT422_7,107449165.294922,54321.8690400133
3343,Gauteng,Midvaal Local Municipality,GT422,8,Sedibeng,DC42,11/26/2020 12:00:00 AM,74202008,GT422_8,1433866.11914063,5389.9897495181
3344,Gauteng,Midvaal Local Municipality,GT422,9,Sedibeng,DC42,11/26/2020 12:00:00 AM,74202009,GT422_9,10866134.7558594,22185.3294602575
3345,Gauteng,Midvaal Local Municipality,GT422,10,Sedibeng,DC42,11/26/2020 12:00:00 AM,74202010,GT422_10,3130158.15917969,7671.97357475274
3346,Gauteng,Midvaal Local Municipality,GT422,11,Sedibeng,DC42,11/26/2020 12:00:00 AM,74202011,GT422_11,67572109.7431641,47947.105469915
3347,Gauteng,Midvaal Local Municipality,GT422,12,Sedibeng,DC42,11/26/2020 12:00:00 AM,74202012,GT422_12,135215614.527344,85912.1755247153
3348,Gauteng,Midvaal Local Municipality,GT422,13,Sedibeng,DC42,11/26/2020 12:00:00 AM,74202013,GT422_13,40593547.5146484,37818.9481176552
3349,Gauteng,Midvaal Local Municipality,GT422,14,Sedibeng,DC42,11/26/2020 12:00:00 AM,74202014,GT422_14,8211986.484375,17218.0547103894
3350,Gauteng,Midvaal Local Municipality,GT422,15,Sedibeng,DC42,11/26/2020 12:00:00 AM,74202015,GT422_15,55910974.1611328,33290.4553832174
3351,Gauteng,Mogale City Local Municipality,GT481,1,West Rand,DC48,11/26/2020 12:00:00 AM,74801001,GT481_1,4687791.70019531,10506.893667986
3352,Gauteng,Mogale City Local Municipality,GT481,2,West Rand,DC48,11/26/2020 12:00:00 AM,74801002,GT481_2,3924438.41210938,11287.0474359895
3353,Gauteng,Mogale City Local Municipality,GT481,3,West Rand,DC48,11/26/2020 12:00:00 AM,74801003,GT481_3,4683991.71679688,12227.064688416
3354,Gauteng,Mogale City Local Municipality,GT481,4,West Rand,DC48,11/26/2020 12:00:00 AM,74801004,GT481_4,688146.336914063,4469.05703397436
3355,Gauteng,Mogale City Local Municipality,GT481,5,West Rand,DC48,11/26/2020 12:00:00 AM,74801005,GT481_5,2277527.05175781,7359.86986249286
3356,Gauteng,Mogale City Local Municipality,GT481,6,West Rand,DC48,11/26/2020 12:00:00 AM,74801006,GT481_6,11484243.21875,18628.9875325843
3357,Gauteng,Mogale City Local Municipality,GT481,7,West Rand,DC48,11/26/2020 12:00:00 AM,74801007,GT481_7,3742071.94238281,11881.5207295205
3358,Gauteng,Mogale City Local Municipality,GT481,8,West Rand,DC48,11/26/2020 12:00:00 AM,74801008,GT481_8,950776.23046875,4398.02285104397
3359,Gauteng,Mogale City Local Municipality,GT481,9,West Rand,DC48,11/26/2020 12:00:00 AM,74801009,GT481_9,9550938.45605469,19688.8868869365
3360,Gauteng,Mogale City Local Municipality,GT481,10,West Rand,DC48,11/26/2020 12:00:00 AM,74801010,GT481_10,684698.443359375,3354.07909917841
3361,Gauteng,Mogale City Local Municipality,GT481,11,West Rand,DC48,11/26/2020 12:00:00 AM,74801011,GT481_11,2813786.35449219,9127.13437182301
3362,Gauteng,Mogale City Local Municipality,GT481,12,West Rand,DC48,11/26/2020 12:00:00 AM,74801012,GT481_12,505882.279296875,3226.24302274247
3363,Gauteng,Mogale City Local Municipality,GT481,13,West Rand,DC48,11/26/2020 12:00:00 AM,74801013,GT481_13,2081367.15429688,6972.28050395694
3364,Gauteng,Mogale City Local Municipality,GT481,14,West Rand,DC48,11/26/2020 12:00:00 AM,74801014,GT481_14,12382126.0175781,16870.1027516765
3365,Gauteng,Mogale City Local Municipality,GT481,15,West Rand,DC48,11/26/2020 12:00:00 AM,74801015,GT481_15,1033976.43652344,4280.25139329548
3366,Gauteng,Mogale City Local Municipality,GT481,16,West Rand,DC48,11/26/2020 12:00:00 AM,74801016,GT481_16,9186596.75195313,16225.9835399116
3367,Gauteng,Mogale City Local Municipality,GT481,17,West Rand,DC48,11/26/2020 12:00:00 AM,74801017,GT481_17,5279017.84082031,12791.0546255626
3368,Gauteng,Mogale City Local Municipality,GT481,18,West Rand,DC48,11/26/2020 12:00:00 AM,74801018,GT481_18,6671386.51367188,13139.085212433
3369,Gauteng,Mogale City Local Municipality,GT481,19,West Rand,DC48,11/26/2020 12:00:00 AM,74801019,GT481_19,1574835.03027344,7815.74388804218
3370,Gauteng,Mogale City Local Municipality,GT481,20,West Rand,DC48,11/26/2020 12:00:00 AM,74801020,GT481_20,4212134.43261719,9976.80579621823
